"","PID","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Yr_Blt","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Longitude","Latitude","Sale_Price"
"57",528240130,"Two_Story_1946_and_Newer","Residential_Low_Density",63,8577,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","OneFam","Two_Story","Good","Average",2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,847,847,"GasA","Excellent","Y","SBrkr",847,886,0,1733,0,0,2,1,3,1,"Good",7,"Typ",1,"Good","BuiltIn",2004,"Fin",2,433,"Typical","Typical","Paved",144,48,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.642447,42.061193,185088
"59",528292020,"Two_Story_1946_and_Newer","Residential_Low_Density",0,9505,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","OneFam","Two_Story","Good","Average",2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",180,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,884,884,"GasA","Excellent","Y","SBrkr",884,1151,0,2035,0,0,2,1,3,1,"Good",8,"Typ",1,"Good","BuiltIn",2001,"Fin",2,434,"Typical","Typical","Paved",144,48,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",-93.641337,42.057103,222500
"60",528328100,"Two_Story_1946_and_Newer","Residential_Low_Density",108,14774,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Northridge","Norm","Norm","OneFam","Two_Story","Excellent","Average",1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",165,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1393,1393,"GasA","Excellent","Y","SBrkr",1422,1177,0,2599,0,0,2,1,4,1,"Good",10,"Typ",1,"Typical","BuiltIn",1999,"Fin",3,779,"Typical","Typical","Paved",668,30,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",-93.651381,42.054386,333168
"62",528358010,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",59,10593,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northridge","Norm","Norm","OneFam","One_Story","Good","Average",1996,1996,"Hip","CompShg","VinylSd","VinylSd","BrkFace",338,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,801,1720,"GasA","Excellent","Y","SBrkr",1720,0,0,1720,1,0,2,0,3,1,"Good",7,"Typ",1,"Typical","Attchd",1996,"Fin",2,527,"Typical","Typical","Paved",240,56,154,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",-93.654206,42.051721,260400
"63",528363130,"Two_Story_1946_and_Newer","Residential_Low_Density",98,12256,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Northridge","Norm","Norm","OneFam","Two_Story","Very_Good","Average",1994,1995,"Gable","CompShg","HdBoard","HdBoard","BrkFace",362,"Good","Typical","PConc","Excellent","Typical","Av","GLQ",3,"Unf",0,431,1463,"GasA","Excellent","Y","SBrkr",1500,1122,0,2622,1,0,2,1,3,1,"Good",9,"Typ",2,"Typical","Attchd",1994,"RFn",2,712,"Typical","Typical","Paved",186,32,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.653616,42.051674,325000
"65",528382030,"Two_Story_1946_and_Newer","Residential_Low_Density",58,16770,"Pave","No_Alley_Access","Moderately_Irregular","Lvl","AllPub","CulDSac","Gtl","Northridge","Norm","Norm","OneFam","Two_Story","Good","Average",1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",30,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1195,1195,"GasA","Good","Y","SBrkr",1195,644,0,1839,0,0,2,1,4,1,"Typical",7,"Typ",0,"No_Fireplace","Attchd",1998,"Fin",2,486,"Typical","Typical","Paved",0,81,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",-93.650578,42.052437,221000
"66",528386040,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",56,14720,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Northridge","Norm","Norm","OneFam","One_and_Half_Fin","Very_Good","Average",1995,1996,"Hip","CompShg","VinylSd","VinylSd","BrkFace",579,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,1217,2033,"GasA","Excellent","Y","SBrkr",2053,1185,0,3238,1,0,2,1,4,1,"Good",9,"Typ",1,"Excellent","Attchd",1996,"Fin",3,666,"Typical","Typical","Paved",283,86,0,0,0,0,"No_Pool","No_Fence","None",0,3,2010,"WD ","Normal",-93.652972,42.050909,410000
"68",528456160,"One_Story_1946_and_Newer_All_Styles","Floating_Village_Residential",92,9215,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Good","Average",2009,2010,"Hip","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1218,1218,"GasA","Excellent","Y","SBrkr",1218,0,0,1218,0,0,2,0,2,1,"Good",4,"Typ",0,"No_Fireplace","Attchd",2009,"RFn",2,676,"Typical","Typical","Paved",0,136,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"New","Partial",-93.649976,42.051827,204500
"69",528458070,"Two_Story_1946_and_Newer","Floating_Village_Residential",72,8640,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Good","Average",2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","PConc","Good","Typical","Mn","GLQ",3,"Unf",0,732,756,"GasA","Excellent","Y","SBrkr",764,783,0,1547,0,0,2,1,3,1,"Good",7,"Typ",0,"No_Fireplace","Attchd",2009,"Unf",2,614,"Typical","Typical","Paved",169,45,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"Con","Normal",-93.650318,42.051653,215200
"71",528477080,"Two_Story_1946_and_Newer","Floating_Village_Residential",100,12552,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Good","Average",2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,769,991,"GasA","Excellent","Y","SBrkr",991,956,0,1947,0,0,2,1,3,1,"Good",8,"Typ",1,"Good","Attchd",2004,"RFn",2,678,"Typical","Typical","Paved",0,136,0,0,0,0,"No_Pool","Good_Wood","None",0,5,2010,"WD ","Normal",-93.642773,42.052347,254900
"72",528480090,"One_Story_1946_and_Newer_All_Styles","Floating_Village_Residential",84,10440,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Above_Average","Average",2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Excellent","Typical","No","GLQ",3,"Unf",0,54,1468,"GasA","Excellent","Y","SBrkr",1468,0,0,1468,1,0,2,0,2,1,"Good",6,"Typ",1,"Good","Attchd",2005,"Fin",2,528,"Typical","Typical","Paved",0,102,0,0,216,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",-93.642224,42.051429,271500
"74",531369060,"Two_Story_1946_and_Newer","Residential_Low_Density",70,11920,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer_West","Norm","Norm","OneFam","Two_Story","Good","Average",2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",122,"Good","Typical","PConc","Good","Typical","Av","Unf",7,"Unf",0,831,831,"GasA","Excellent","Y","SBrkr",831,828,0,1659,0,0,2,1,3,1,"Good",8,"Typ",0,"No_Fireplace","Attchd",2004,"RFn",2,484,"Typical","Typical","Paved",144,68,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.692412,42.036113,181000
"75",531380080,"Two_Story_1946_and_Newer","Residential_Low_Density",0,8880,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Sawyer_West","Norm","Norm","OneFam","Two_Story","Good","Average",1994,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,253,948,"GasA","Excellent","Y","SBrkr",1222,888,0,2110,1,0,2,1,3,1,"Good",8,"Typ",2,"Fair","Attchd",1994,"RFn",2,463,"Typical","Typical","Paved",0,130,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",-93.68981,42.036026,205000
"77",531451280,"Two_Story_1946_and_Newer","Residential_Low_Density",70,11218,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer_West","Norm","Norm","OneFam","Two_Story","Above_Average","Average",1992,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1055,1055,"GasA","Excellent","Y","SBrkr",1055,790,0,1845,0,0,2,1,3,1,"Good",8,"Typ",1,"Typical","Attchd",1992,"RFn",2,462,"Typical","Typical","Paved",635,104,0,0,0,0,"No_Pool","Good_Privacy","Shed",400,5,2010,"WD ","Normal",-93.687694,42.036659,189000
"78",531452020,"One_Story_PUD_1946_and_Newer","Residential_Low_Density",55,7892,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer_West","Norm","Norm","TwnhsE","One_Story","Above_Average","Average",1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"Typical","Typical","CBlock","Good","Typical","No","Unf",7,"Unf",0,918,918,"GasA","Typical","Y","SBrkr",918,0,0,918,0,0,2,0,2,1,"Typical",5,"Typ",1,"Typical","Attchd",1979,"Unf",1,264,"Typical","Typical","Paved",28,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.686263,42.034589,99500
"80",531452180,"Two_Story_1946_and_Newer","Residential_Low_Density",0,9453,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Sawyer_West","RRNe","Norm","OneFam","Two_Story","Good","Good",1993,2003,"Gable","CompShg","HdBoard","HdBoard","None",0,"Good","Typical","PConc","Good","Typical","No","BLQ",2,"Unf",0,594,996,"GasA","Excellent","Y","SBrkr",1014,730,0,1744,0,0,2,1,3,1,"Good",7,"Typ",0,"No_Fireplace","Attchd",1993,"RFn",2,457,"Typical","Typical","Paved",370,70,0,238,0,0,"No_Pool","No_Fence","None",0,2,2010,"WD ","Normal",-93.68628,42.036633,194500
"81",531453010,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",81,9672,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Sawyer_West","Norm","Norm","OneFam","One_Story","Above_Average","Average",1984,1985,"Hip","CompShg","HdBoard","Plywood","None",0,"Typical","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,702,1040,"GasA","Typical","Y","SBrkr",1097,0,0,1097,0,0,2,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1986,"Unf",2,480,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Good_Privacy","None",0,5,2010,"WD ","Normal",-93.685028,42.034555,152000
"83",531477050,"One_Story_1945_and_Older","Residential_High_Density",70,9800,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Sawyer_West","Feedr","Norm","OneFam","One_Story","Average","Average",1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Typical","Fair","BrkTil","Typical","Typical","No","Unf",7,"Unf",0,816,816,"GasA","Typical","N","FuseA",1012,0,0,1012,0,0,1,0,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1920,"Unf",1,429,"Typical","Typical","Paved",121,0,80,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.6790694,42.0360754,67500
"84",532351140,"Duplex_All_Styles_and_Ages","Residential_Medium_Density",68,8930,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","Duplex","One_and_Half_Fin","Above_Average","Average",1978,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","Slab","No_Basement","No_Basement","No_Basement","No_Basement",5,"No_Basement",0,0,0,"GasA","Typical","Y","SBrkr",1318,584,0,1902,0,0,2,0,4,2,"Typical",8,"Typ",0,"No_Fireplace","Attchd",1978,"Unf",2,539,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.677205,42.036535,112000
"86",532376160,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",65,8450,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","OneFam","One_Story","Average","Very_Good",1965,2009,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Good","CBlock","Typical","Typical","No","GLQ",3,"BLQ",117,224,894,"GasA","Excellent","Y","SBrkr",894,0,0,894,1,0,1,0,3,1,"Typical",5,"Typ",1,"Good","Detchd",1973,"Unf",1,336,"Typical","Typical","Paved",416,144,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,4,2010,"WD ","Normal",-93.670956,42.035685,138500
"87",532377060,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,9819,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Average","Average",1967,1967,"Gable","CompShg","MetalSd","MetalSd","BrkFace",31,"Typical","Good","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,432,882,"GasA","Typical","Y","SBrkr",900,0,0,900,0,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1970,"Unf",1,280,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,2,2010,"WD ","Normal",-93.672096,42.034856,122000
"89",532378110,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,6897,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","OneFam","One_Story","Average","Very_Good",1962,2010,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Good","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,381,1040,"GasA","Excellent","Y","SBrkr",1040,0,0,1040,1,0,1,1,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd",1962,"Unf",1,260,"Typical","Typical","Paved",0,104,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.669688,42.035333,127000
"90",532479070,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",39,15410,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Sawyer","RRNe","Norm","OneFam","One_Story","Above_Average","Above_Average",1974,2002,"Hip","CompShg","Plywood","Plywood","BrkCmn",250,"Typical","Good","CBlock","Typical","Typical","Gd","BLQ",2,"GLQ",859,223,1208,"GasA","Excellent","Y","SBrkr",1494,0,0,1494,1,0,2,0,3,1,"Typical",7,"Typ",2,"Fair","Attchd",1974,"Fin",2,461,"Typical","Typical","Paved",296,0,186,0,0,0,"No_Pool","Good_Privacy","None",0,4,2010,"WD ","Abnorml",-93.660672,42.034603,169000
"92",533130130,"Two_Story_1946_and_Newer","Residential_Low_Density",85,13143,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northridge","Norm","Norm","OneFam","Two_Story","Very_Good","Average",1993,1993,"Gable","CompShg","HdBoard","ImStucc","BrkFace",504,"Good","Typical","PConc","Good","Typical","No","LwQ",4,"GLQ",981,0,1231,"GasA","Excellent","Y","SBrkr",1251,1098,0,2349,1,0,2,1,4,1,"Good",9,"Typ",1,"Typical","Attchd",1993,"RFn",3,762,"Typical","Typical","Paved",32,130,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",-93.651773,42.046825,362500
"93",533130160,"Two_Story_1946_and_Newer","Residential_Low_Density",88,11134,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northridge","Norm","Norm","OneFam","Two_Story","Very_Good","Average",1992,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",180,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,261,1390,"GasA","Excellent","Y","SBrkr",1402,823,0,2225,1,0,2,1,4,1,"Good",7,"Typ",1,"Typical","Attchd",1992,"RFn",3,713,"Typical","Typical","Paved",198,30,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",-93.652773,42.045773,285000
"95",533208090,"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",39,3515,"Pave","Paved","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","Two_Story","Good","Average",2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,840,840,"GasA","Excellent","Y","SBrkr",840,840,0,1680,0,0,2,1,2,1,"Good",3,"Typ",0,"No_Fireplace","Attchd",2004,"RFn",2,588,"Typical","Typical","Paved",0,111,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"WD ","Normal",-93.64614,42.048086,190000
"96",533210060,"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",30,3215,"Pave","Paved","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","TwnhsE","Two_Story","Good","Average",2004,2004,"Gable","CompShg","MetalSd","MetalSd","BrkFace",120,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,320,600,"GasA","Excellent","Y","SBrkr",600,600,0,1200,0,0,2,1,2,1,"Good",4,"Typ",0,"No_Fireplace","Detchd",2004,"RFn",2,480,"Typical","Typical","Paved",0,172,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"ConLD","Normal",-93.645599,42.048566,155000
"98",533212020,"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",24,2544,"Pave","Paved","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","Twnhs","Two_Story","Good","Average",2004,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"ALQ",42,190,600,"GasA","Excellent","Y","SBrkr",600,600,0,1200,1,0,2,1,2,1,"Good",4,"Typ",0,"No_Fireplace","Detchd",2004,"RFn",2,480,"Typical","Typical","Paved",0,172,0,0,0,0,"No_Pool","No_Fence","None",0,2,2010,"WD ","Normal",-93.644889,42.047876,149500
"99",533212060,"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",24,2544,"Pave","Paved","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","Twnhs","Two_Story","Above_Average","Average",2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",216,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,224,600,"GasA","Excellent","Y","SBrkr",600,636,0,1236,1,0,2,1,2,1,"Good",4,"Typ",0,"No_Fireplace","Detchd",2005,"RFn",2,480,"Typical","Typical","Paved",0,166,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",-93.64489,42.047782,152000
"101",533221090,"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",0,2117,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","Twnhs","Two_Story","Above_Average","Average",2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",216,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,378,756,"GasA","Excellent","Y","SBrkr",769,804,0,1573,0,0,2,1,3,1,"Good",5,"Typ",0,"No_Fireplace","Detchd",2000,"Unf",2,440,"Typical","Typical","Paved",0,32,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",-93.645606,42.046145,177500
"102",533221110,"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",0,2980,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Somerset","Norm","Norm","TwnhsE","Two_Story","Above_Average","Average",2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",1159,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,290,756,"GasA","Excellent","Y","SBrkr",756,756,0,1512,1,0,2,1,2,1,"Good",5,"Typ",0,"No_Fireplace","Detchd",2000,"Unf",2,440,"Typical","Typical","Paved",0,32,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",-93.645585,42.046145,177000
"104",533223100,"Two_Story_PUD_1946_and_Newer","Floating_Village_Residential",0,2403,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","FR2","Gtl","Somerset","Norm","Norm","TwnhsE","Two_Story","Good","Average",2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,286,530,"GasA","Excellent","Y","SBrkr",530,550,0,1080,0,0,2,1,2,1,"Good",4,"Typ",0,"No_Fireplace","Attchd",2003,"RFn",2,496,"Typical","Typical","Paved",0,50,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",-93.645478,42.046114,147110
"105",533238045,"One_Story_1946_and_Newer_All_Styles","Floating_Village_Residential",57,12853,"Pave","Paved","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Very_Good","Average",2010,2010,"Gable","CompShg","CemntBd","CmentBd","None",0,"Good","Typical","PConc","Excellent","Poor","No","GLQ",3,"Unf",0,610,1642,"GasA","Excellent","Y","SBrkr",1418,0,0,1418,1,0,1,1,1,1,"Good",6,"Typ",1,"Good","Attchd",2010,"RFn",3,852,"Typical","Typical","Paved",160,192,0,224,0,0,"No_Pool","No_Fence","None",0,4,2010,"New","Partial",-93.641253,42.0470316,267916
"107",533253060,"One_Story_PUD_1946_and_Newer","Residential_Low_Density",30,4420,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Greens","Norm","Norm","TwnhsE","One_Story","Very_Good","Average",1980,1980,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Good","Typical","CBlock","Good","Typical","Gd","GLQ",3,"Unf",0,0,728,"GasA","Typical","Y","SBrkr",788,0,0,788,1,0,1,0,1,1,"Good",3,"Typ",1,"Typical","Detchd",1980,"Fin",2,484,"Typical","Typical","Paved",133,42,0,0,0,0,"No_Pool","No_Fence","None",0,6,2010,"WD ","Normal",-93.649361,42.042565,155000
"108",533253210,"One_Story_PUD_1946_and_Newer","Residential_Low_Density",40,3880,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Greens","Norm","Norm","Twnhs","One_Story","Very_Good","Above_Average",1978,1978,"Gable","CompShg","Wd Sdng","Plywood","None",0,"Good","Typical","CBlock","Good","Typical","Gd","GLQ",3,"Unf",0,174,1226,"GasA","Typical","Y","SBrkr",1226,0,0,1226,1,0,1,0,1,1,"Good",4,"Typ",1,"Typical","Attchd",1978,"Fin",2,484,"Typical","Typical","Paved",223,78,0,0,0,0,"No_Pool","No_Fence","None",0,1,2010,"WD ","Normal",-93.648143,42.043704,206000
"110",534102025,"One_Story_1946_and_Newer_All_Styles","Floating_Village_Residential",80,8000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","One_Story","Good","Average",2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,659,1492,"GasA","Excellent","Y","SBrkr",1492,0,0,1492,1,0,2,0,3,1,"Good",6,"Typ",1,"Good","Attchd",2002,"RFn",2,596,"Typical","Typical","Paved",277,137,0,0,0,0,"No_Pool","No_Fence","None",0,4,2010,"WD ","Normal",-93.639516,42.048606,230000
"111",534129040,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,10456,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Above_Average",1967,1967,"Hip","CompShg","HdBoard","HdBoard","BrkFace",120,"Typical","Typical","CBlock","Typical","Typical","No","GLQ",3,"Unf",0,1323,1829,"GasA","Good","Y","SBrkr",1829,0,0,1829,1,0,2,0,4,1,"Typical",8,"Typ",0,"No_Fireplace","Attchd",1967,"RFn",2,535,"Typical","Typical","Paved",0,76,0,0,0,0,"No_Pool","No_Fence","None",0,5,2010,"WD ","Normal",-93.633351,42.046322,218500
